gcc_name11, mb_cat11, ste_name11, sa3_name11, sa2_main11, ste_code11, sa3_code11, sa4_name11, persons_usually_resident, sa4_code11, sa2_name11, gcc_code11, mb_code11, dwellings, sa1_main11
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10997840000",0,"12405147144"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10997850000",0,"12405147143"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998070000",0,"12405147145"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998080000",0,"12405147145"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10998090000",0,"11603131637"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10998100000",0,"11603131637"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","10998110000",0,"11603131637"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998510000",0,"12405147143"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998700000",0,"12405147121"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998710000",0,"12405147119"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998720000",0,"12405147119"
"Greater Sydney","Transport","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Marys - Colyton","1GSYD","10998750000",0,"12405147110"
"Greater Sydney","Parkland","New South Wales","St Marys","124051470","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Clair","1GSYD","10998760000",0,"12405147009"
"Greater Sydney","Parkland","New South Wales","St Marys","124051470","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Clair","1GSYD","10998880000",0,"12405147027"
"Greater Sydney","Parkland","New South Wales","St Marys","124051470","1","12405","Sydney - Outer West and Blue Mountains",0,"124","St Clair","1GSYD","10998920000",0,"12405147038"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005150000",0,"11603131529"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005480000",0,"11603131545"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005130000",0,"11603131513"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005650000",0,"11603131710"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005600000",0,"11603131719"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005140000",0,"11603131513"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",4,"116","Hassall Grove - Plumpton","1GSYD","11005170000",0,"11603131541"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005180000",0,"11603131541"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005190000",0,"11603131510"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005200000",0,"11603131538"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005210000",0,"11603131537"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005220000",0,"11603131510"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005160000",0,"11603131516"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005230000",0,"11603131510"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005460000",0,"11603131507"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005660000",0,"11603131723"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",26,"116","Hassall Grove - Plumpton","1GSYD","11005490000",4,"11603131511"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005500000",0,"11603131501"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005510000",0,"11603131501"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005520000",0,"11603131501"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005530000",0,"11603131737"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005540000",0,"11603131331"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005550000",0,"11603131331"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005560000",0,"11603131331"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005570000",0,"11603131316"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005580000",0,"11603131322"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005620000",0,"11603131516"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005630000",0,"11603131719"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005640000",0,"11603131344"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005670000",0,"11603131712"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005680000",0,"11603131712"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005690000",0,"11603131319"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","11005700000",0,"11603131615"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005710000",0,"11603131320"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031313","1","11603","Sydney - Blacktown",0,"116","Bidwill - Hebersham - Emerton","1GSYD","11005720000",0,"11603131322"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","11005730000",0,"11603131601"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005880000",0,"11603131728"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11005740000",0,"11603131519"
"Greater Sydney","Parkland","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",3,"124","St Marys - Colyton","1GSYD","11005750000",4,"12405147155"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","11005760000",0,"11603131602"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","11005770000",0,"11603131610"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031316","1","11603","Sydney - Blacktown",0,"116","Lethbridge Park - Tregear","1GSYD","11005780000",0,"11603131622"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005790000",0,"11603131924"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005800000",0,"11603131919"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005810000",0,"11603131919"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005820000",0,"11603131947"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",3,"116","Rooty Hill - Minchinbury","1GSYD","11005830000",0,"11603131936"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005840000",0,"11603131935"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005850000",0,"11603131928"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005860000",0,"11603131730"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005870000",0,"11603131721"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005890000",0,"11603131728"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005900000",0,"11603131905"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",0,"116","Rooty Hill - Minchinbury","1GSYD","11005910000",0,"11603131902"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005920000",0,"11603131705"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",0,"116","Mount Druitt - Whalan","1GSYD","11005930000",0,"11603131705"
"Greater Sydney","Industrial","New South Wales","Mount Druitt","116031314","1","11603","Sydney - Blacktown",0,"116","Glendenning Dean Park","1GSYD","11204281000",0,"11603131420"
"Greater Sydney","Agricultural","New South Wales","Blacktown - North","116021312","1","11602","Sydney - Blacktown",13,"116","Riverstone - Marsden Park","1GSYD","11204260000",0,"11602131202"
"Greater Sydney","Industrial","New South Wales","Mount Druitt","116031314","1","11603","Sydney - Blacktown",0,"116","Glendenning Dean Park","1GSYD","11204282000",0,"11603131420"
"Greater Sydney","Industrial","New South Wales","Mount Druitt","116031314","1","11603","Sydney - Blacktown",3,"116","Glendenning Dean Park","1GSYD","11204283000",0,"11603131421"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11204360000",0,"11603131506"
"Greater Sydney","Parkland","New South Wales","Mount Druitt","116031315","1","11603","Sydney - Blacktown",0,"116","Hassall Grove - Plumpton","1GSYD","11204370000",0,"11603131525"
"Greater Sydney","Residential","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",164,"124","St Marys - Colyton","1GSYD","11209060000",68,"12405147139"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",140,"116","Mount Druitt - Whalan","1GSYD","10111620000",45,"11603131721"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031319","1","11603","Sydney - Blacktown",114,"116","Rooty Hill - Minchinbury","1GSYD","10112240000",36,"11603131923"
"Greater Sydney","Commercial","New South Wales","Mount Druitt","116031318","1","11603","Sydney - Blacktown",0,"116","Prospect Reservoir","1GSYD","10113630000",0,"11603131803"
"Greater Sydney","Residential","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",126,"124","St Marys - Colyton","1GSYD","10600320000",38,"12405147138"
"Greater Sydney","Residential","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",104,"124","St Marys - Colyton","1GSYD","10608230000",35,"12405147153"
"Greater Sydney","Residential","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",149,"124","St Marys - Colyton","1GSYD","10608240000",56,"12405147128"
"Greater Sydney","Residential","New South Wales","St Marys","124051471","1","12405","Sydney - Outer West and Blue Mountains",104,"124","St Marys - Colyton","1GSYD","10608660000",32,"12405147121"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",113,"116","Mount Druitt - Whalan","1GSYD","10105060000",33,"11603131722"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",93,"116","Mount Druitt - Whalan","1GSYD","10105070000",31,"11603131722"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",59,"116","Mount Druitt - Whalan","1GSYD","10107330000",16,"11603131736"
"Greater Sydney","Residential","New South Wales","Mount Druitt","116031317","1","11603","Sydney - Blacktown",92,"116","Mount Druitt - Whalan","1GSYD","10105080000",33,"11603131722"
